vehicle_id,brand,model,battery_capacity_kWh,range_km,charging_type,price_in_lakh,manufacture_year,city,customer_age,rating_out_of_5
10839,Porsche,Model X,43,398,Slow,123.32,2021,Hyderabad,39,4.8
10840,Nissan,Kona,99,184,Home,122.6,2017,Pune,68,4.2
10841,Nissan,Kona,101,436,Fast,6.05,2017,Chennai,56,2.5
10842,Audi,e-tron,78,449,Supercharger,102.42,2022,Pune,48,4.7
10843,Hyundai,ZS EV,27,205,Home,124.27,2017,Kolkata,51,4.2
10844,Hyundai,Model S,110,358,Slow,13,2024,Jaipur,44,2.8
10845,MG,Nexon,109,319,Slow,82.23,2017,Bangalore,62,2.6
10846,Porsche,Model S,114,224,Home,29.94,2016,Bangalore,66,4
10847,Porsche,EQC,101,536,Supercharger,35.85,2023,Delhi,22,3.2
10848,Nissan,Leaf,21,323,Supercharger,127.11,2023,Hyderabad,35,2.6
10849,BMW,Nexon,60,295,Fast,71.68,2016,Jaipur,66,2.2
10850,BMW,Kona,106,167,Home,31.76,2016,Pune,53,4.4
10851,Kia,Kona,75,511,Public,113.19,2021,Bangalore,65,2.7
10852,BMW,i3,67,360,Home,134.26,2015,Surat,39,2.2
10853,Tata,e-tron,41,327,Supercharger,103.44,2017,Kolkata,58,2.4
10854,Hyundai,Nexon,116,603,Supercharger,138.52,2023,Jaipur,46,3.5
10855,BMW,ZS EV,37,460,Fast,46.54,2022,Kolkata,39,4.5
10856,Mercedes,Kona,98,187,Home,67.75,2024,Mumbai,57,3.9
10857,Porsche,EQC,60,489,Slow,20.27,2024,Surat,52,3.1
10858,BMW,Nexon,86,190,Public,15.64,2016,Delhi,19,2.7
10859,Kia,ZS EV,67,217,Home,63.46,2019,Delhi,69,4.2
10860,MG,Nexon,42,283,Public,103.91,2024,Bangalore,47,4.4
10861,MG,Kona,21,515,Home,114.37,2017,Jaipur,31,2.2
10862,Nissan,Model X,23,194,Supercharger,26.87,2023,Delhi,31,2.7
10863,BMW,Model S,45,148,Public,93.99,2023,Delhi,18,3.3
10864,Porsche,EQC,38,634,Home,81.12,2019,Jaipur,30,4.8
10865,Porsche,ZS EV,68,642,Slow,122.14,2017,Ahmedabad,55,2.1
10866,Hyundai,Nexon,93,192,Supercharger,110.66,2016,Jaipur,49,2.2
10867,MG,Model X,105,337,Slow,77.5,2020,Kolkata,30,4.4
10868,Nissan,EQC,72,237,Fast,40.71,2024,Mumbai,22,3.8
10869,BMW,ZS EV,25,306,Fast,132.18,2018,Bangalore,54,3.2
10870,MG,Model X,81,375,Fast,29.25,2019,Hyderabad,34,4.4
10871,MG,Model X,20,191,Supercharger,42.71,2016,Chennai,50,4.8
10872,Porsche,Nexon,35,332,Slow,102.77,2022,Jaipur,24,3.7
10873,BMW,Model 3,71,191,Home,81.61,2016,Bangalore,48,3.4
10874,Tesla,EQC,26,381,Supercharger,20.14,2020,Pune,50,4.9
10875,BMW,Nexon,107,396,Home,75.28,2016,Ahmedabad,63,3.1
10876,Tata,Nexon,54,547,Supercharger,22.1,2023,Hyderabad,58,4.7
10877,MG,Model S,97,551,Public,20.79,2019,Kolkata,62,2.1
10878,Hyundai,EQC,87,206,Fast,42.13,2021,Pune,31,2.7
10879,Tesla,e-tron,34,329,Fast,29.91,2021,Pune,34,3.8
10880,Kia,Model 3,76,338,Public,148.81,2015,Jaipur,62,4.9
10881,Nissan,i3,42,369,Slow,143.89,2016,Bangalore,54,5
10882,BMW,Leaf,102,203,Fast,110.02,2020,Delhi,41,3.1
10883,Hyundai,Model X,97,138,Fast,126.73,2022,Pune,28,2.8
10884,Kia,EQC,110,499,Slow,135.24,2015,Chennai,50,3.1
10885,Kia,e-tron,119,508,Slow,81.8,2015,Bangalore,54,3.3
10886,MG,EV6,105,628,Public,122.2,2020,Chennai,53,3.8
10887,Tata,Nexon,30,387,Fast,135.87,2019,Hyderabad,26,4.9
10888,MG,ZS EV,23,211,Public,12.31,2024,Chennai,46,5
10889,Nissan,Model X,77,540,Supercharger,121.9,2019,Surat,68,4.8
10890,Tesla,EQC,115,409,Slow,17.02,2020,Bangalore,64,4.2
10891,Porsche,Model S,59,199,Slow,141.9,2015,Mumbai,60,4.7
10892,Mercedes,ZS EV,77,438,Fast,102.52,2023,Delhi,49,3.7
10893,Tesla,ZS EV,107,557,Home,149.76,2018,Chennai,38,2.6
10894,Nissan,Taycan,117,353,Public,63.39,2021,Kolkata,67,2.4
10895,Porsche,Taycan,86,429,Slow,129.63,2019,Mumbai,67,2.8
10896,Kia,Model S,57,125,Slow,143.66,2017,Surat,50,3.5
10897,Tesla,EV6,21,510,Fast,47.63,2023,Pune,21,4.1
10898,Porsche,EQC,106,187,Fast,129.86,2023,Pune,48,3
10899,BMW,Model S,59,644,Home,59.25,2015,Ahmedabad,20,3
10900,MG,Kona,103,541,Supercharger,65.66,2021,Jaipur,18,3.4
10901,Mercedes,ZS EV,75,348,Supercharger,131.34,2018,Bangalore,58,3.2
10902,Hyundai,Model X,91,485,Fast,83.21,2015,Surat,61,2.9
10903,BMW,Kona,54,586,Home,63.67,2021,Bangalore,31,2.6
10904,Tesla,Model X,68,388,Fast,27.02,2016,Pune,20,2.5
10905,Audi,e-tron,86,214,Supercharger,68.39,2018,Kolkata,31,2
10906,Porsche,i3,115,291,Public,110.9,2019,Kolkata,54,2.6
10907,Kia,e-tron,114,513,Slow,105.02,2020,Bangalore,42,4.9
10908,Kia,Nexon,63,639,Slow,118.46,2019,Ahmedabad,18,2.7
10909,Audi,e-tron,50,586,Home,114.55,2016,Bangalore,59,3.7
10910,Tesla,EQC,84,442,Supercharger,57.32,2017,Jaipur,32,4.4
10911,Kia,Taycan,95,369,Home,126.6,2017,Mumbai,47,3.8
10912,Tata,Leaf,37,186,Home,10.63,2024,Kolkata,19,4.5
10913,Kia,Leaf,107,154,Home,9.13,2020,Mumbai,21,2.5
10914,Mercedes,Nexon,55,500,Slow,143.64,2023,Mumbai,18,4.7
10915,Tata,i3,81,204,Home,132.09,2021,Hyderabad,57,2.7
10916,Nissan,Model S,48,549,Supercharger,63.38,2015,Chennai,27,4.6
10917,Nissan,e-tron,108,359,Supercharger,127.24,2023,Jaipur,47,2.9
10918,Porsche,EQC,42,421,Public,99.26,2016,Mumbai,25,4.1
10919,Tata,Taycan,22,159,Supercharger,29.65,2019,Kolkata,22,2.5
10920,BMW,Model 3,49,274,Slow,71.14,2020,Mumbai,65,3.4
10921,Porsche,Kona,100,267,Supercharger,14.18,2016,Chennai,32,4.2
10922,BMW,Taycan,64,131,Fast,53.56,2023,Pune,60,3.8
10923,Mercedes,ZS EV,68,131,Home,35.01,2016,Surat,60,3.2
10924,MG,Nexon,113,236,Public,124.1,2019,Jaipur,46,3.6
10925,Tesla,Leaf,38,227,Fast,111.92,2018,Kolkata,22,3.5
10926,Tata,Taycan,83,158,Supercharger,13.86,2017,Hyderabad,22,3.9
10927,Audi,Taycan,24,167,Supercharger,83,2016,Ahmedabad,52,3.6
10928,Hyundai,Model 3,75,466,Home,110.27,2024,Jaipur,66,4.8
10929,Tesla,Leaf,53,597,Home,95.37,2019,Chennai,45,2.6
10930,Mercedes,i3,92,137,Slow,12.83,2019,Bangalore,45,3.1
10931,Tata,Model 3,67,246,Public,33.62,2015,Delhi,23,4.3
10932,Nissan,Model S,45,451,Slow,60.74,2019,Pune,29,4.8
10933,Tesla,Leaf,24,121,Supercharger,23.56,2021,Ahmedabad,68,5
10934,BMW,e-tron,107,172,Public,26.24,2018,Delhi,50,5
10935,Audi,Kona,50,179,Public,61.02,2020,Pune,52,4.5
10936,Tesla,Model S,43,416,Slow,76.13,2016,Chennai,69,4.1
10937,Hyundai,Model S,104,396,Supercharger,14.7,2018,Ahmedabad,40,2.2
10938,Mercedes,ZS EV,41,582,Supercharger,110.8,2024,Surat,25,2.8
10939,Mercedes,i3,41,379,Slow,83.74,2016,Jaipur,38,4.5
10940,Porsche,Model 3,104,251,Public,144.37,2024,Ahmedabad,56,4.7
10941,Mercedes,e-tron,76,355,Public,45.69,2015,Bangalore,42,4.4
10942,Porsche,Model 3,49,174,Fast,42.81,2017,Hyderabad,34,2.2
10943,Mercedes,Leaf,66,202,Slow,54.2,2021,Hyderabad,65,2.8
10944,Hyundai,e-tron,93,629,Supercharger,83.89,2023,Delhi,65,3.1
10945,Mercedes,Model 3,86,407,Fast,49.29,2018,Surat,41,4.2
10946,Audi,Leaf,58,499,Slow,49.01,2022,Bangalore,24,3.4
10947,MG,e-tron,112,433,Public,129.63,2015,Chennai,19,3.3
10948,Nissan,Kona,108,576,Home,19.09,2023,Delhi,65,4.7
10949,Audi,Nexon,85,310,Slow,77.47,2020,Kolkata,44,3.8
10950,Mercedes,Kona,96,336,Public,114.36,2018,Mumbai,35,2.5
10951,Tata,Leaf,110,364,Home,143.74,2017,Bangalore,23,3.6
10952,BMW,EQC,48,151,Supercharger,132.84,2024,Ahmedabad,51,4.5
10953,MG,Model X,33,380,Home,35.77,2024,Pune,54,4.7
10954,Nissan,Leaf,23,276,Supercharger,71.79,2017,Delhi,61,3.9
10955,BMW,Taycan,91,254,Home,89.31,2022,Delhi,18,2.2
10956,Audi,i3,24,385,Public,52.11,2022,Surat,66,2
10957,Hyundai,Leaf,63,514,Fast,51.16,2023,Mumbai,37,2.1
10958,Hyundai,Model X,110,172,Supercharger,31.86,2015,Surat,49,3.5
10959,BMW,Model S,43,431,Slow,12.31,2015,Pune,43,3
10960,Tata,Model X,117,159,Home,117.91,2018,Ahmedabad,46,4.9
10961,BMW,e-tron,47,305,Slow,69.95,2021,Delhi,42,4.6
10962,Audi,i3,43,366,Supercharger,131.41,2018,Hyderabad,43,4.2
10963,BMW,Kona,24,530,Supercharger,32.83,2024,Chennai,45,2.6
10964,Nissan,Taycan,32,506,Home,58.84,2021,Hyderabad,37,4
10965,Tata,Leaf,101,346,Slow,56.52,2018,Mumbai,33,2.1
10966,Kia,Model S,74,542,Fast,92.77,2024,Delhi,26,4.9
10967,Tesla,EQC,100,328,Fast,75.76,2021,Bangalore,49,2.9
10968,Kia,Nexon,49,595,Fast,93.07,2024,Ahmedabad,50,3.6
10969,Porsche,ZS EV,102,564,Fast,56.43,2020,Surat,36,4.6
10970,BMW,Kona,105,541,Fast,141.52,2016,Pune,18,2.1
10971,Hyundai,Kona,68,444,Home,140.32,2023,Bangalore,43,2.1
10972,Kia,ZS EV,101,461,Fast,117.82,2022,Pune,24,2.1
10973,Mercedes,Leaf,109,392,Supercharger,149.38,2022,Pune,68,2.3
10974,Audi,i3,34,450,Supercharger,35.25,2018,Surat,24,2.1
10975,Kia,i3,111,589,Home,67.73,2019,Delhi,25,3.9
10976,MG,Taycan,49,547,Fast,96.56,2017,Kolkata,57,4.9
10977,Tata,i3,47,419,Home,61.49,2019,Ahmedabad,45,4.6
10978,Audi,EV6,103,613,Home,38.04,2017,Bangalore,62,4.8
10979,Hyundai,e-tron,23,353,Public,11.27,2021,Chennai,53,3.3
10980,Porsche,Model S,87,302,Supercharger,142.11,2024,Kolkata,41,5
10981,Kia,EQC,34,210,Slow,38.43,2016,Surat,68,2.4
10982,Tata,e-tron,53,228,Home,73.34,2016,Kolkata,26,4.3
10983,Tesla,EQC,94,624,Home,8.22,2019,Pune,34,4.5
10984,Tata,e-tron,106,132,Home,82.98,2017,Chennai,47,4.1
10985,Tata,Model X,118,580,Fast,126.41,2020,Bangalore,59,2.7
10986,Audi,EV6,62,298,Slow,71.42,2024,Mumbai,48,3.4
10987,Tesla,e-tron,118,301,Fast,137.18,2021,Chennai,41,2.5
10988,Tata,ZS EV,94,597,Fast,36.02,2016,Ahmedabad,58,4.4
10989,MG,Model 3,80,216,Slow,34.38,2024,Delhi,61,3.6
10990,Kia,Taycan,82,328,Public,91.8,2015,Mumbai,24,5
10991,Kia,Leaf,21,544,Supercharger,122.48,2018,Mumbai,52,3.6
10992,MG,EV6,71,163,Supercharger,5.71,2020,Hyderabad,35,2.8
10993,Kia,i3,71,591,Supercharger,41.78,2015,Mumbai,64,2.9
10994,Tata,Model S,34,255,Fast,41.04,2020,Jaipur,41,4.5
10995,Porsche,Kona,59,367,Fast,79.22,2023,Delhi,24,2.4
10996,Tata,ZS EV,47,339,Fast,94.47,2015,Jaipur,46,2.1
10997,Audi,ZS EV,114,565,Public,83.69,2022,Kolkata,26,3.6
10998,Mercedes,e-tron,115,263,Fast,40.4,2020,Surat,62,3
10999,Porsche,Model S,117,193,Slow,131.27,2024,Jaipur,57,4.1
11000,Hyundai,Leaf,74,148,Fast,117.28,2018,Kolkata,64,3.4
11001,Hyundai,Model S,69,240,Fast,97.19,2019,Jaipur,38,3.8
11002,Porsche,Nexon,41,134,Home,58.95,2017,Hyderabad,22,3.3
11003,Tata,Model X,48,339,Slow,52.57,2021,Hyderabad,42,2.1
11004,BMW,Model 3,91,426,Home,112.58,2022,Surat,26,2.2
11005,Mercedes,EV6,105,591,Home,22.84,2018,Delhi,28,3.5
11006,MG,ZS EV,31,468,Fast,9.91,2015,Hyderabad,43,4.7
11007,Tata,Nexon,106,121,Public,145.35,2017,Kolkata,53,2.7
11008,Porsche,Kona,57,151,Slow,142.66,2018,Ahmedabad,43,2.7
11009,BMW,EQC,21,429,Fast,141.7,2020,Delhi,42,4.1
11010,Tata,e-tron,31,384,Supercharger,84.39,2024,Mumbai,52,4.9
11011,BMW,Kona,74,394,Supercharger,19.03,2016,Ahmedabad,21,4.5
11012,Porsche,ZS EV,104,473,Public,77.53,2024,Bangalore,42,3.4
11013,Tata,i3,31,561,Slow,57.21,2016,Delhi,54,3.4
11014,Tesla,i3,114,516,Slow,88.98,2023,Jaipur,22,2.5
11015,Kia,Model 3,28,276,Home,135.45,2022,Jaipur,59,3
11016,Porsche,Kona,98,313,Supercharger,72.73,2019,Ahmedabad,22,2.4
11017,Hyundai,Taycan,51,626,Supercharger,123.5,2017,Mumbai,61,3.4
11018,Hyundai,Taycan,92,193,Supercharger,76.1,2023,Chennai,21,4.8
11019,Mercedes,Taycan,107,406,Slow,142.97,2022,Chennai,54,3.4
11020,Nissan,Kona,27,544,Fast,73.4,2017,Chennai,65,4.9
11021,Hyundai,Kona,47,503,Supercharger,108.13,2017,Pune,64,3.4
11022,Nissan,Leaf,75,132,Supercharger,71.32,2017,Hyderabad,66,3.4
11023,Tesla,e-tron,101,190,Public,63.43,2015,Chennai,23,4.2
11024,Porsche,Nexon,55,170,Home,113.56,2017,Kolkata,32,3.1
11025,BMW,ZS EV,56,560,Public,113.04,2024,Kolkata,57,3.1
11026,Mercedes,Model S,51,401,Fast,36.5,2022,Ahmedabad,21,4.4
11027,Kia,Model X,104,263,Public,64.35,2018,Bangalore,54,4.4
11028,MG,EQC,58,391,Public,6.24,2017,Bangalore,20,4.2
11029,Nissan,ZS EV,68,601,Supercharger,7.67,2020,Hyderabad,60,3.7
11030,Kia,i3,112,557,Supercharger,26.01,2022,Chennai,46,4.6
11031,Mercedes,Kona,37,466,Home,115.62,2021,Surat,36,4.5
11032,Mercedes,EV6,42,171,Home,15.93,2021,Mumbai,66,5
11033,Hyundai,ZS EV,52,574,Public,141.39,2024,Chennai,51,4.8
11034,Kia,EV6,92,625,Slow,33.07,2016,Chennai,30,4.9
11035,Tata,Model X,70,485,Slow,133.53,2016,Surat,63,4.8
11036,Audi,EQC,62,233,Home,142.82,2018,Surat,60,4.4
11037,Mercedes,Model S,23,572,Fast,66.97,2017,Mumbai,28,3.9
11038,Nissan,e-tron,99,574,Home,80.8,2023,Jaipur,62,3.4
11039,MG,Taycan,86,615,Public,51.5,2020,Chennai,60,3.6
11040,MG,i3,91,465,Slow,135.44,2021,Jaipur,45,4.9
11041,Tesla,Nexon,99,308,Public,78.94,2023,Mumbai,28,4.7
11042,Tesla,Model 3,21,327,Fast,147.33,2017,Surat,19,4.4
11043,Hyundai,Model S,64,603,Supercharger,145.5,2019,Pune,24,2.9
11044,Tata,Leaf,102,188,Home,143.06,2018,Chennai,51,4.3
11045,Hyundai,Model X,107,188,Supercharger,56.66,2024,Pune,24,3.2
11046,MG,Leaf,99,171,Slow,16.94,2020,Jaipur,60,4.6
11047,BMW,Model S,59,264,Fast,102.02,2022,Surat,65,4.3
11048,MG,Model 3,21,608,Public,131.64,2015,Mumbai,26,2.5
11049,Mercedes,Model S,51,149,Home,56.41,2018,Kolkata,23,3.7
11050,Kia,Model X,20,554,Slow,144.59,2024,Surat,23,3.9
11051,Kia,Leaf,37,481,Fast,137.06,2022,Hyderabad,35,3.8
11052,Mercedes,Model S,83,368,Public,96.3,2020,Bangalore,38,3.5
11053,Mercedes,Kona,51,156,Public,21.92,2020,Jaipur,53,4.3
11054,MG,Model 3,28,134,Slow,134.43,2023,Ahmedabad,51,4.2
11055,Kia,EQC,74,564,Public,22.81,2015,Bangalore,25,2.2
11056,Kia,Taycan,86,212,Supercharger,80.83,2018,Mumbai,32,3.2
11057,Porsche,e-tron,43,356,Supercharger,7.79,2019,Delhi,37,4.5
11058,Kia,i3,30,183,Fast,27.41,2015,Surat,22,2.7
11059,Mercedes,EV6,47,423,Supercharger,86.74,2019,Kolkata,38,3.6
11060,Tesla,Taycan,35,345,Slow,5.22,2018,Mumbai,34,4.4
11061,Tata,Leaf,112,422,Fast,26.95,2016,Hyderabad,47,4.6
11062,BMW,i3,31,311,Home,37,2019,Chennai,51,3.8
11063,Mercedes,ZS EV,87,442,Public,11.2,2018,Pune,21,2.6
11064,Kia,Model 3,109,392,Supercharger,89.05,2015,Delhi,61,4.8
11065,Nissan,Taycan,23,554,Home,115.77,2023,Chennai,22,3.4
11066,MG,Taycan,94,546,Public,10.44,2018,Surat,55,3.4
11067,MG,Model 3,85,245,Slow,65.36,2018,Hyderabad,27,2.9
11068,Tata,Kona,50,323,Home,83.7,2021,Ahmedabad,28,3.4
11069,Mercedes,Kona,75,603,Fast,80.74,2021,Hyderabad,53,3.5
11070,Tata,Model X,69,209,Slow,75.31,2022,Hyderabad,35,2.4
11071,Tesla,Taycan,86,159,Supercharger,18.86,2024,Pune,52,2.8
11072,Audi,ZS EV,108,279,Home,41.08,2015,Bangalore,33,2.8
11073,Hyundai,Model S,117,219,Slow,139.52,2018,Surat,41,5
11074,Nissan,Taycan,20,627,Slow,31.56,2016,Jaipur,25,2.1
11075,Hyundai,Model X,88,420,Home,118.7,2023,Chennai,67,3.8
11076,Audi,EV6,58,363,Supercharger,26.32,2016,Ahmedabad,24,4.5
11077,Nissan,EV6,71,455,Slow,112.51,2019,Chennai,26,3.7
11078,Hyundai,Leaf,114,625,Home,103.43,2021,Delhi,39,3.2
11079,Nissan,EV6,55,499,Slow,148.87,2015,Mumbai,32,4.7
11080,Tata,e-tron,86,262,Fast,27.29,2017,Ahmedabad,67,3.6
11081,BMW,EQC,31,450,Home,45.02,2018,Mumbai,34,3.6
11082,Porsche,EV6,80,619,Home,127.19,2017,Pune,31,2.6
11083,Nissan,Model S,99,384,Slow,85.77,2020,Delhi,46,4.9
11084,Audi,Model X,91,201,Home,52.78,2015,Surat,62,3.2
11085,Tata,Model S,30,256,Fast,26.82,2023,Ahmedabad,29,2.5
11086,Porsche,Model 3,33,160,Supercharger,85.84,2019,Surat,21,3.4
11087,Tata,Leaf,110,155,Fast,74.98,2021,Bangalore,39,4.4
11088,Tesla,Model X,101,152,Home,40.73,2015,Bangalore,44,2.3
11089,Kia,e-tron,73,557,Home,96.17,2021,Chennai,67,3.3
11090,MG,Kona,27,242,Slow,103.98,2016,Delhi,53,3.3
11091,Tesla,Taycan,52,502,Public,85.37,2016,Chennai,23,4.5
11092,Audi,Taycan,23,450,Public,101.54,2015,Pune,47,2.4
11093,Mercedes,i3,49,295,Supercharger,42.06,2016,Ahmedabad,39,4.7
11094,Mercedes,i3,103,572,Slow,136.16,2021,Kolkata,24,3
11095,MG,EQC,113,193,Fast,12.68,2023,Jaipur,28,3
11096,Tata,Nexon,110,275,Slow,29.71,2022,Pune,40,3.4
11097,BMW,Nexon,108,647,Slow,37.26,2023,Kolkata,61,2.5
11098,Audi,ZS EV,73,145,Fast,143.24,2015,Ahmedabad,23,4.9
11099,MG,EV6,25,173,Slow,46.58,2019,Kolkata,66,2.8
11100,Porsche,Model X,24,325,Home,140.12,2019,Hyderabad,65,2.2
11101,Porsche,Model 3,97,312,Supercharger,74.14,2019,Chennai,44,3.2
11102,Mercedes,Model S,70,148,Public,109.1,2021,Delhi,24,2.2
11103,Kia,EQC,33,387,Fast,45.29,2021,Hyderabad,19,2.4
11104,Tata,Kona,53,188,Public,106.97,2022,Mumbai,38,2.5
11105,Mercedes,Leaf,60,151,Home,131.2,2015,Kolkata,51,2.3
11106,BMW,Model X,108,385,Public,88.7,2015,Surat,52,3.8
11107,MG,e-tron,58,252,Home,137.36,2020,Mumbai,58,3.4
11108,Nissan,e-tron,37,402,Public,61.39,2019,Pune,49,3.4
11109,BMW,Model 3,39,286,Supercharger,94.93,2021,Kolkata,53,2.7
11110,Nissan,Model 3,27,135,Home,45.37,2021,Kolkata,50,4
11111,Tata,e-tron,45,369,Fast,26.53,2023,Kolkata,43,4.6
11112,MG,Leaf,104,582,Fast,28.52,2016,Ahmedabad,27,3.9
11113,Porsche,Model S,46,329,Slow,69.39,2024,Pune,24,4.4
11114,Porsche,Kona,51,618,Slow,140.91,2021,Mumbai,23,4.9
11115,Tesla,EQC,61,328,Supercharger,48.09,2019,Chennai,36,4.4
11116,Porsche,e-tron,69,645,Public,18.57,2016,Surat,52,3.2
11117,Audi,i3,100,416,Public,69.75,2015,Pune,29,4
11118,Tesla,EQC,68,592,Home,25.63,2015,Mumbai,22,4
11119,Tesla,ZS EV,84,291,Supercharger,35.47,2015,Surat,49,3.8
11120,Porsche,Model 3,82,391,Home,137.18,2016,Ahmedabad,47,3.8
11121,Mercedes,ZS EV,46,245,Fast,98.19,2016,Delhi,61,3.2
11122,Kia,ZS EV,119,396,Fast,80.45,2021,Kolkata,68,3.7
11123,Kia,EQC,94,624,Public,37.57,2022,Delhi,31,4.8
11124,Audi,ZS EV,54,601,Slow,18.55,2024,Chennai,41,5
11125,Hyundai,EQC,57,531,Slow,141.63,2015,Delhi,42,2.2
11126,Mercedes,EQC,57,554,Fast,82.68,2023,Ahmedabad,63,2.6
11127,Hyundai,Leaf,61,282,Home,23.86,2016,Bangalore,28,4.8
11128,Nissan,i3,61,385,Public,71.96,2016,Surat,46,3.2
11129,Mercedes,EV6,68,437,Home,94.13,2018,Mumbai,21,2.3
11130,MG,EV6,76,217,Slow,104.69,2021,Surat,52,3.4
11131,Hyundai,Model S,119,239,Supercharger,18.22,2017,Delhi,67,2.8
11132,Audi,EQC,73,160,Slow,107.4,2021,Surat,32,5
11133,Audi,Model S,29,166,Home,117.55,2019,Delhi,31,4
11134,Mercedes,EQC,79,608,Slow,58.3,2019,Surat,22,4.9
11135,Tesla,Kona,59,635,Slow,102.06,2016,Kolkata,26,3.9
11136,MG,Nexon,20,632,Slow,19.31,2019,Chennai,66,3.6
11137,Tata,Model 3,105,386,Slow,149.13,2016,Ahmedabad,58,2.2
11138,MG,Model 3,83,231,Public,15.46,2024,Ahmedabad,35,3.9
11139,Audi,i3,100,130,Fast,34.43,2022,Chennai,50,3.5
11140,Nissan,ZS EV,31,133,Slow,115.03,2017,Jaipur,43,4.6
11141,Hyundai,i3,76,600,Slow,144.19,2017,Mumbai,45,3
11142,Hyundai,EV6,96,462,Public,41.95,2016,Surat,51,3.7
11143,Nissan,EV6,108,192,Public,19.28,2018,Delhi,23,2.9
11144,BMW,i3,45,180,Supercharger,25.49,2024,Ahmedabad,36,2.3
11145,Mercedes,EV6,59,399,Public,104.07,2017,Mumbai,57,4.9
11146,Audi,EV6,62,146,Supercharger,78.97,2022,Mumbai,44,2.1
11147,Kia,i3,116,410,Supercharger,133.06,2016,Mumbai,22,3.1
11148,Porsche,i3,91,141,Slow,19.62,2015,Hyderabad,46,2.9
11149,Nissan,Leaf,32,642,Home,77.71,2015,Hyderabad,45,4.6
11150,Nissan,Model S,109,574,Slow,93.82,2024,Chennai,61,2.5
11151,MG,ZS EV,75,305,Fast,130.08,2015,Pune,38,4.7
11152,Mercedes,Model 3,36,604,Supercharger,85.29,2017,Jaipur,36,3.9
11153,Mercedes,Model S,107,195,Home,31.47,2022,Hyderabad,20,3.8
11154,Kia,Kona,43,251,Public,133.88,2015,Pune,23,4.2
11155,Porsche,i3,95,612,Public,130.54,2016,Delhi,49,3.4
11156,Mercedes,e-tron,114,313,Public,131.62,2022,Hyderabad,66,2.7
11157,Tesla,Model S,77,486,Home,90.1,2018,Pune,62,2.9
11158,Audi,Nexon,99,440,Public,144.68,2017,Delhi,42,2.7
11159,Tesla,Nexon,80,265,Public,85.56,2023,Kolkata,42,3.6
11160,BMW,Model X,99,473,Supercharger,26.56,2017,Chennai,48,5
11161,Audi,EV6,113,618,Public,62.92,2021,Pune,20,2.9
11162,Tata,Kona,47,484,Home,124.61,2016,Hyderabad,59,4.4
11163,Audi,Leaf,86,415,Public,146.87,2023,Chennai,23,2.9
11164,Audi,EQC,116,287,Slow,125.48,2022,Hyderabad,60,4.6
11165,Kia,EQC,70,298,Supercharger,57.67,2021,Bangalore,57,4.2
11166,Tesla,EQC,107,352,Fast,6.42,2023,Jaipur,58,2.7
11167,Porsche,Taycan,113,512,Slow,30.84,2016,Delhi,69,3.5
11168,MG,Model X,111,376,Fast,10.36,2016,Jaipur,67,4.1
11169,Kia,Model S,58,451,Home,124.16,2018,Hyderabad,33,4.1
11170,Audi,Model 3,85,257,Fast,49.44,2019,Kolkata,57,2.6
11171,MG,Model 3,96,530,Fast,105.79,2018,Surat,30,4.7
11172,Hyundai,e-tron,93,522,Public,64.24,2024,Kolkata,29,2.9
11173,MG,i3,59,343,Supercharger,44.56,2020,Chennai,66,4.3
11174,Nissan,Leaf,32,141,Fast,81.06,2017,Surat,40,3.6
11175,Kia,Model 3,38,391,Home,75.94,2018,Mumbai,35,4.1
11176,Kia,e-tron,25,277,Home,124.34,2023,Delhi,53,4.2
11177,Nissan,ZS EV,37,514,Home,105.95,2016,Surat,61,3.7
11178,Hyundai,Nexon,28,184,Public,50.01,2016,Kolkata,53,4
11179,Mercedes,EV6,100,125,Slow,121.89,2015,Mumbai,28,4.8
11180,Mercedes,EV6,87,210,Public,91.72,2023,Mumbai,42,2.2
11181,Mercedes,Model 3,73,610,Public,54.24,2024,Pune,65,2.5
11182,Mercedes,i3,69,410,Fast,122.52,2019,Hyderabad,37,4
11183,Tesla,Model X,89,236,Supercharger,58.67,2019,Hyderabad,58,3.8
11184,Nissan,EQC,30,344,Home,12.66,2019,Mumbai,31,2.8
11185,Hyundai,ZS EV,74,434,Supercharger,132.44,2021,Kolkata,46,3.8
11186,Audi,ZS EV,61,503,Slow,69.48,2016,Ahmedabad,69,3.8
11187,BMW,Kona,109,645,Supercharger,51.77,2023,Delhi,27,2.6
11188,Kia,Leaf,30,307,Supercharger,137.47,2017,Chennai,62,3.1
11189,MG,EV6,91,609,Slow,41.52,2018,Jaipur,26,2.8
11190,Mercedes,i3,86,204,Slow,145.67,2015,Surat,53,3.4
11191,MG,Model X,21,505,Home,9.14,2015,Pune,30,3.5
11192,BMW,e-tron,101,239,Home,102.11,2019,Delhi,27,2.5
11193,Kia,EV6,85,444,Slow,13.65,2024,Pune,61,2.9
11194,Tata,Taycan,45,262,Slow,18.18,2015,Hyderabad,43,4.8
11195,Porsche,Kona,95,425,Public,144.31,2019,Ahmedabad,60,3.9
11196,Hyundai,i3,56,593,Home,138.45,2023,Pune,48,3.1
11197,Tesla,Model S,109,145,Home,127.35,2015,Bangalore,63,4.7
11198,MG,Model X,55,361,Public,103.45,2018,Pune,68,2.6
11199,Mercedes,Nexon,35,461,Public,72.68,2022,Mumbai,26,3.7
